Year,SERIES,តំបន់យោង,ការរួមភេទ,អាយុ,កំរិតនគរូបនីយកម្ម,ប្រាក់ចំណូលឬទ្រព្យសម្បត្តិមានចំនួនច្រើន,UNIT_MEASURE,Value
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ភាគរយ,23.1
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,,ឃ្វីនទី ៥ (មានជាងគេបំផុត),ភាគរយ,18.5
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ភាគរយ,38.1
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ភាគរយ,30.5
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ភាគរយ,27.5
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ទីប្រជុំជន,,ភាគរយ,23.7
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ភាគរយ,45.7
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ភាគរយ,38.3
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ភាគរយ,42.2
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,,,អាយុក្រោម ៥ ឆ្នាំ,ជនបទ,,ភាគរយ,33.8
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,28.9
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,34.1
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,33.4
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,បន្ទាយមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,28.6
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,48.2
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,37.2
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,46.9
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ចាម,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,33.5
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,45.9
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,37.3
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,40.3
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ឆ្នាំង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,42.8
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,44.5
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,36.6
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,42.1
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ស្ពឺ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,40.5
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,47.2
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,41.1
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,49.9
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពង់ធំ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,36.4
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,46.2
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,26.8
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,34.9
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កណ្តាល,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,28.1
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កោះកុង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,55.0
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តក្រចេះ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,37.1
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តក្រចេះ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,47.6
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តក្រចេះ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,38.4
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ឧត្តរមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,47.3
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ឧត្តរមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,39.6
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ឧត្តរមានជ័យ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,36.3
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ភ្នំពេញ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,22.6
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ភ្នំពេញ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,22.3
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ភ្នំពេញ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,25.1
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ភ្នំពេញ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,17.9
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រៃវែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,51.2
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រៃវែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,38.3
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រៃវែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,34.6
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រៃវែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,32.7
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ពោធិសាត់,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,46.3
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ពោធិសាត់,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,61.6
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ពោធិសាត់,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,44.8
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ពោធិសាត់,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,38.8
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,សៀមរាប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,53.3
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,សៀមរាប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,50.3
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,សៀមរាប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,35.9
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ស្វាយរៀង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,51.3
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ស្វាយរៀង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,35.4
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ស្វាយរៀង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,31.2
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ស្វាយរៀង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,32.8
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,42.1
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,38.5
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,41.3
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,តាកែវ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,30.7
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,36.3
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,36.2
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,26.5
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តបាត់ដំបងនិងប៉ៃលិន,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,24.9
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតព្រះសីហនុនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,43.4
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ខេត្តក្រចេះព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,51.0
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,55.0
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,54.0
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,54.9
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,មណ្ឌលគីរីនិងរតនគិរី,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,39.8
2000,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ឧត្តរមានជ័យនិងសៀមរាប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,50.7
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,28.2
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,43.4
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កំពតនិងកែប,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,25.2
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កោះកុងនិងព្រះសីហនុ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,36.8
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កោះកុងនិងព្រះសីហនុ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,41.8
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,កោះកុងនិងព្រះសីហនុ,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,33.4
2005,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,42.0
2010,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,56.4
2014,២.២.១ ភាគរយកុមារអាយុក្រោម៥ឆ្នាំដែលមានភាពក្រិនមធ្យមឬធ្ងន់ធ្ងរ,ព្រះវិហារនិងស្ទឹងត្រែង,,អាយុក្រោម ៥ ឆ្នាំ,,,ភាគរយ,44.3
